Station_No,Station_ID,Bike_Lat,Bike_Lon,name,distance
439,f69e56899850a97f22c2c773f7f298bd,37.81258108581741,-122.2685730457306,The Good Hop,105
439,f69e56899850a97f22c2c773f7f298bd,37.81258108581741,-122.2685730457306,Oakland First Fridays,111
440,7201ad6fe2a1e03ff9ea5749d84c354d,37.80303013575619,-122.27049618959428,Golden Lotus,28
440,7201ad6fe2a1e03ff9ea5749d84c354d,37.80303013575619,-122.27049618959428,Mockingbird Restaurant,39
440,7201ad6fe2a1e03ff9ea5749d84c354d,37.80303013575619,-122.27049618959428,Modern Coffee Oakland,43
440,7201ad6fe2a1e03ff9ea5749d84c354d,37.80303013575619,-122.27049618959428,Biryani Kabab,52
440,7201ad6fe2a1e03ff9ea5749d84c354d,37.80303013575619,-122.27049618959428,Anula's Cafe,68
441,1feac469cb3c80737bac815a7a5ebabc,37.78899099599619,-122.3922550678253,Philz Coffee,79
441,1feac469cb3c80737bac815a7a5ebabc,37.78899099599619,-122.3922550678253,The Infinity - Fitness Center,80
441,1feac469cb3c80737bac815a7a5ebabc,37.78899099599619,-122.3922550678253,Prospect,143
441,1feac469cb3c80737bac815a7a5ebabc,37.78899099599619,-122.3922550678253,Blue Bottle Coffee,229
441,1feac469cb3c80737bac815a7a5ebabc,37.78899099599619,-122.3922550678253,Cocoon Urban Day Spa,280
442,3ed879a85fa1fb4c29cb8fae8aaf6ea2,37.76909488728109,-122.38633275032042,Harmonic Brewing Thrive City,71
442,3ed879a85fa1fb4c29cb8fae8aaf6ea2,37.76909488728109,-122.38633275032042,Mission Bay Wine Bar,75
442,3ed879a85fa1fb4c29cb8fae8aaf6ea2,37.76909488728109,-122.38633275032042,Miller & Lux,104
442,3ed879a85fa1fb4c29cb8fae8aaf6ea2,37.76909488728109,-122.38633275032042,Glu Glu,124
442,3ed879a85fa1fb4c29cb8fae8aaf6ea2,37.76909488728109,-122.38633275032042,United Club,166
443,e39f47e22d92b577730c9775a91ada5f,37.82489252995112,-122.26043654610294,Mosswood Park & Recreation Center,161
443,e39f47e22d92b577730c9775a91ada5f,37.82489252995112,-122.26043654610294,Panama Red Coffee Co.,172
443,e39f47e22d92b577730c9775a91ada5f,37.82489252995112,-122.26043654610294,Kaiser Cafeteria,257
443,e39f47e22d92b577730c9775a91ada5f,37.82489252995112,-122.26043654610294,Kaiser Permanente Oakland Medical Center,262
443,e39f47e22d92b577730c9775a91ada5f,37.82489252995112,-122.26043654610294,Panama Bay Coffee Co.,323
444,dc67baf6606c0c454dcc83620d2c2c68,37.7892792,-122.4450687,Sorrel,136
444,dc67baf6606c0c454dcc83620d2c2c68,37.7892792,-122.4450687,Rendez-Vous Nails,162
444,dc67baf6606c0c454dcc83620d2c2c68,37.7892792,-122.4450687,Presidio Kebabs & Gyro,198
444,dc67baf6606c0c454dcc83620d2c2c68,37.7892792,-122.4450687,Garibaldi's,206
444,dc67baf6606c0c454dcc83620d2c2c68,37.7892792,-122.4450687,Cafe Luna,227
445,1edf61345559602d4fdbe99ff0435d6d,37.85760774739988,-122.26160466670989,Ethiopia Restaurant,207
445,1edf61345559602d4fdbe99ff0435d6d,37.85760774739988,-122.26160466670989,Royal Rangoon,250
445,1edf61345559602d4fdbe99ff0435d6d,37.85760774739988,-122.26160466670989,Whole Foods,253
445,1edf61345559602d4fdbe99ff0435d6d,37.85760774739988,-122.26160466670989,The Torque Inquisition,385
445,1edf61345559602d4fdbe99ff0435d6d,37.85760774739988,-122.26160466670989,Hashtag Poki,388
446,bb24af92bc9bac069a94fdfb41416cfb,37.771134537078765,-122.44534134864809,Magnolia Brewing Company Haight,84
446,bb24af92bc9bac069a94fdfb41416cfb,37.771134537078765,-122.44534134864809,Magnolia Gastropub & Brewery,98
446,bb24af92bc9bac069a94fdfb41416cfb,37.771134537078765,-122.44534134864809,Hippie Thai Street Food,106
446,bb24af92bc9bac069a94fdfb41416cfb,37.771134537078765,-122.44534134864809,Coffee To The People,115
446,bb24af92bc9bac069a94fdfb41416cfb,37.771134537078765,-122.44534134864809,1428 Haight,116
447,7bdc5767ed0d5584df3a881a0f14d8f4,37.74207523594424,-122.38660231232642,Soo Fong Restaurant,43
447,7bdc5767ed0d5584df3a881a0f14d8f4,37.74207523594424,-122.38660231232642,Tiffanys Cafe,72
447,7bdc5767ed0d5584df3a881a0f14d8f4,37.74207523594424,-122.38660231232642,Subway,73
447,7bdc5767ed0d5584df3a881a0f14d8f4,37.74207523594424,-122.38660231232642,Hungry Cafe,119
447,7bdc5767ed0d5584df3a881a0f14d8f4,37.74207523594424,-122.38660231232642,Starbucks,145
448,4abc42e82f8ded5c57afb682b7cdb3d7,37.7688065330825,-122.41349816322328,Total Wine,63
448,4abc42e82f8ded5c57afb682b7cdb3d7,37.7688065330825,-122.41349816322328,Baklavastory,85
448,4abc42e82f8ded5c57afb682b7cdb3d7,37.7688065330825,-122.41349816322328,Pink Onion,113
448,4abc42e82f8ded5c57afb682b7cdb3d7,37.7688065330825,-122.41349816322328,SF Eagle,133
448,4abc42e82f8ded5c57afb682b7cdb3d7,37.7688065330825,-122.41349816322328,Rintaro,143
449,c00825d99ce3a531a80181f00591df1d,37.8356703,-122.2811258,KFC,136
449,c00825d99ce3a531a80181f00591df1d,37.8356703,-122.2811258,Touch Of Soul,152
449,c00825d99ce3a531a80181f00591df1d,37.8356703,-122.2811258,Cassave Restaurant & Taqueria,259
449,c00825d99ce3a531a80181f00591df1d,37.8356703,-122.2811258,Oakland Super Wash & Dry,265
449,c00825d99ce3a531a80181f00591df1d,37.8356703,-122.2811258,Papa John's Pizza,266
450,808403b6d452824362356cade06f780c,37.785479,-122.419342,Ike's Sandwiches,44
450,808403b6d452824362356cade06f780c,37.785479,-122.419342,Great American Music Hall,67
450,808403b6d452824362356cade06f780c,37.785479,-122.419342,Edinburgh Castle,81
450,808403b6d452824362356cade06f780c,37.785479,-122.419342,The Amsterdam,88
450,808403b6d452824362356cade06f780c,37.785479,-122.419342,Rs-94109,104
451,9cd844a2550061d3844a92096a4d813c,37.787963,-122.3918085,Woodlands Market,126
451,9cd844a2550061d3844a92096a4d813c,37.787963,-122.3918085,Philz Coffee,140
451,9cd844a2550061d3844a92096a4d813c,37.787963,-122.3918085,The Infinity - Fitness Center,146
451,9cd844a2550061d3844a92096a4d813c,37.787963,-122.3918085,Prospect,218
451,9cd844a2550061d3844a92096a4d813c,37.787963,-122.3918085,Cocoon Urban Day Spa,231
452,b6711ddae98be23ce743e6d9639a906a,37.77599270441184,-122.39300568626936,Death By Taco,54
452,b6711ddae98be23ce743e6d9639a906a,37.77599270441184,-122.39300568626936,Philz Coffee,60
452,b6711ddae98be23ce743e6d9639a906a,37.77599270441184,-122.39300568626936,Lounge of Avalon at Mission Bay I,64
452,b6711ddae98be23ce743e6d9639a906a,37.77599270441184,-122.39300568626936,Barry's Bootcamp,200
452,b6711ddae98be23ce743e6d9639a906a,37.77599270441184,-122.39300568626936,Mission Bay Wine & CHE,203
453,afbe353b9aed12eef5acb85e441d69d1,37.83353887161604,-122.263693665756,Bird & Buffalo,62
453,afbe353b9aed12eef5acb85e441d69d1,37.83353887161604,-122.263693665756,Izza,92
453,afbe353b9aed12eef5acb85e441d69d1,37.83353887161604,-122.263693665756,Pyeong Chang Tofu House,102
453,afbe353b9aed12eef5acb85e441d69d1,37.83353887161604,-122.263693665756,Pixiu Mala Hong Tang,114
453,afbe353b9aed12eef5acb85e441d69d1,37.83353887161604,-122.263693665756,Big House Beans,120
454,d9de41e1c87470529dcbb1b43bd76eaf,37.8063553,-122.2860187,The Big Apple Cafe,77
454,d9de41e1c87470529dcbb1b43bd76eaf,37.8063553,-122.2860187,Sun Hing Restaurant,302
454,d9de41e1c87470529dcbb1b43bd76eaf,37.8063553,-122.2860187,Google Shuttle - West Oakland P&R,387
454,d9de41e1c87470529dcbb1b43bd76eaf,37.8063553,-122.2860187,Salam Halal Market,393
454,d9de41e1c87470529dcbb1b43bd76eaf,37.8063553,-122.2860187,KFC,424
455,99889922f5848c7ca3e2c2f740cebd9f,37.7543047,-122.4785927,Tiki Haven,38
455,99889922f5848c7ca3e2c2f740cebd9f,37.7543047,-122.4785927,The Crew,38
455,99889922f5848c7ca3e2c2f740cebd9f,37.7543047,-122.4785927,Peking Restaurant,39
455,99889922f5848c7ca3e2c2f740cebd9f,37.7543047,-122.4785927,Cafe Bakery & Restaurant,40
455,99889922f5848c7ca3e2c2f740cebd9f,37.7543047,-122.4785927,Pho Ly Thuong Kiet 2,51
456,9988c535057533619fdb58b42055c6fa,37.7540396,-122.4840403,Noriega Teriyaki House,118
456,9988c535057533619fdb58b42055c6fa,37.7540396,-122.4840403,Sunset Reservoir Brewing Company,147
456,9988c535057533619fdb58b42055c6fa,37.7540396,-122.4840403,Menkee Wonton,183
456,9988c535057533619fdb58b42055c6fa,37.7540396,-122.4840403,Circle Wash,208
456,9988c535057533619fdb58b42055c6fa,37.7540396,-122.4840403,Hong Kong Modern Hair Design,232
457,0f792274b026e9a847cfef3872a3fa00,37.7539295,-122.4883438,Safeway,47
457,0f792274b026e9a847cfef3872a3fa00,37.7539295,-122.4883438,Starbucks,51
457,0f792274b026e9a847cfef3872a3fa00,37.7539295,-122.4883438,Donut Times,101
457,0f792274b026e9a847cfef3872a3fa00,37.7539295,-122.4883438,In Style Hair Salon,136
457,0f792274b026e9a847cfef3872a3fa00,37.7539295,-122.4883438,Tak Kee Lee,149
458,813512459d9c9f8a7291e00a9c46e467,37.7628993,-122.4953893,Miu Miu Hair Salon,276
458,813512459d9c9f8a7291e00a9c46e467,37.7628993,-122.4953893,Sunset Cantina,367
458,813512459d9c9f8a7291e00a9c46e467,37.7628993,-122.4953893,Damnfine,376
458,813512459d9c9f8a7291e00a9c46e467,37.7628993,-122.4953893,Tazaki Sushi,384
458,813512459d9c9f8a7291e00a9c46e467,37.7628993,-122.4953893,Day Moon,411
459,a8ad4be2133b3245c07419ddb7684eb7,37.7626492,-122.5007785,Day Moon,63
459,a8ad4be2133b3245c07419ddb7684eb7,37.7626492,-122.5007785,Jika Ramen,70
459,a8ad4be2133b3245c07419ddb7684eb7,37.7626492,-122.5007785,Palm City,78
459,a8ad4be2133b3245c07419ddb7684eb7,37.7626492,-122.5007785,Sunset Cantina,254
459,a8ad4be2133b3245c07419ddb7684eb7,37.7626492,-122.5007785,Tazaki Sushi,258
460,c3288c5dc8fec444070c4aeb739f23e8,37.7589001,-122.4951291,Damnfine,389
460,c3288c5dc8fec444070c4aeb739f23e8,37.7589001,-122.4951291,Sunset Cantina,396
460,c3288c5dc8fec444070c4aeb739f23e8,37.7589001,-122.4951291,Tazaki Sushi,396
460,c3288c5dc8fec444070c4aeb739f23e8,37.7589001,-122.4951291,The Pot's,461
460,c3288c5dc8fec444070c4aeb739f23e8,37.7589001,-122.4951291,Diamond Coffee N’ Pastry,506
461,ba68e968feece64c5ae1449160642bd1,37.763874,-122.509526,Sri Thai Cuisine,150
461,ba68e968feece64c5ae1449160642bd1,37.763874,-122.509526,Hook Fish Co,293
461,ba68e968feece64c5ae1449160642bd1,37.763874,-122.509526,Java Beach Cafe,390
461,ba68e968feece64c5ae1449160642bd1,37.763874,-122.509526,Beach’n,397
461,ba68e968feece64c5ae1449160642bd1,37.763874,-122.509526,Beach Chalet Soccer Fields,407
462,2e1a346200097628f0f01d08478a319d,37.752809,-122.504261,Papa Mak's Burgers,7
462,2e1a346200097628f0f01d08478a319d,37.752809,-122.504261,Beachwash,20
462,2e1a346200097628f0f01d08478a319d,37.752809,-122.504261,Bobaville,29
462,2e1a346200097628f0f01d08478a319d,37.752809,-122.504261,Flanahan's Pub,30
462,2e1a346200097628f0f01d08478a319d,37.752809,-122.504261,La Playa Taqueria,40
463,91bba2bf0246d6623c164d42c47736e4,37.76372118411808,-122.4753742486682,B&B,19
463,91bba2bf0246d6623c164d42c47736e4,37.76372118411808,-122.4753742486682,King of Noodles,37
463,91bba2bf0246d6623c164d42c47736e4,37.76372118411808,-122.4753742486682,Rachel Mulready,57
463,91bba2bf0246d6623c164d42c47736e4,37.76372118411808,-122.4753742486682,Goemon's,89
463,91bba2bf0246d6623c164d42c47736e4,37.76372118411808,-122.4753742486682,Yummy Dumpling,90
464,df10df40d6e917dc5950502045c2c6d8,37.75699964338489,-122.50255097589334,Andytown Coffee Roasters,31
464,df10df40d6e917dc5950502045c2c6d8,37.75699964338489,-122.50255097589334,Mediterranean Cafe,417
464,df10df40d6e917dc5950502045c2c6d8,37.75699964338489,-122.50255097589334,Judahlicious,420
464,df10df40d6e917dc5950502045c2c6d8,37.75699964338489,-122.50255097589334,Other Avenues Food Store,428
464,df10df40d6e917dc5950502045c2c6d8,37.75699964338489,-122.50255097589334,Outerlands,431
465,2d86977182197367c646152cca0e821a,37.75300468614256,-122.5085402813285,Hong's Kitchen,254
465,2d86977182197367c646152cca0e821a,37.75300468614256,-122.5085402813285,The Pizza Place on Noriega,264
465,2d86977182197367c646152cca0e821a,37.75300468614256,-122.5085402813285,Devil's Teeth Baking Company,308
465,2d86977182197367c646152cca0e821a,37.75300468614256,-122.5085402813285,Noriega Produce,326
465,2d86977182197367c646152cca0e821a,37.75300468614256,-122.5085402813285,The Baking Endeavor,335
466,9a18b71be61bcec4e11553e09ff2911e,37.751471937685125,-122.49855753927037,Eggettes,226
466,9a18b71be61bcec4e11553e09ff2911e,37.751471937685125,-122.49855753927037,Polly Ann Ice Cream,231
466,9a18b71be61bcec4e11553e09ff2911e,37.751471937685125,-122.49855753927037,Domino's Pizza,262
466,9a18b71be61bcec4e11553e09ff2911e,37.751471937685125,-122.49855753927037,SI Commons,392
466,9a18b71be61bcec4e11553e09ff2911e,37.751471937685125,-122.49855753927037,Beachwash,508
467,9acfb5cd8e156f410d3463f9a42afc72,37.80445377683579,-122.41579377360824,Kennedy's Indian Curry House & Irish Pub,58
467,9acfb5cd8e156f410d3463f9a42afc72,37.80445377683579,-122.41579377360824,Columbus Motor Inn,60
467,9acfb5cd8e156f410d3463f9a42afc72,37.80445377683579,-122.41579377360824,Bimbo's 365 Club,80
467,9acfb5cd8e156f410d3463f9a42afc72,37.80445377683579,-122.41579377360824,International Sports Club,93
467,9acfb5cd8e156f410d3463f9a42afc72,37.80445377683579,-122.41579377360824,San Francisco Art Institute,162
468,a7154dfcba68b868867b64a11d8a7a56,37.74058873182711,-122.38908866713396,Sunday Gather,36
468,a7154dfcba68b868867b64a11d8a7a56,37.74058873182711,-122.38908866713396,Raff Distillerie San Francisco,112
468,a7154dfcba68b868867b64a11d8a7a56,37.74058873182711,-122.38908866713396,Starbucks,129
468,a7154dfcba68b868867b64a11d8a7a56,37.74058873182711,-122.38908866713396,Flora Grubb Gardens,146
468,a7154dfcba68b868867b64a11d8a7a56,37.74058873182711,-122.38908866713396,La Laguna,151
469,cd7a5ce186d9176b083cd322482ef36d,37.75173717215301,-122.49560004673242,Domino's Pizza,242
469,cd7a5ce186d9176b083cd322482ef36d,37.75173717215301,-122.49560004673242,Eggettes,247
469,cd7a5ce186d9176b083cd322482ef36d,37.75173717215301,-122.49560004673242,Polly Ann Ice Cream,269
469,cd7a5ce186d9176b083cd322482ef36d,37.75173717215301,-122.49560004673242,SI Commons,356
469,cd7a5ce186d9176b083cd322482ef36d,37.75173717215301,-122.49560004673242,S & T Hong Kong Seafood Restaurant,438
470,3d313d16cad18a25bd406bfaef335b65,37.774256,-122.40185,San Francisco Flower Mart,154
470,3d313d16cad18a25bd406bfaef335b65,37.774256,-122.40185,Dinosaurs,156
470,3d313d16cad18a25bd406bfaef335b65,37.774256,-122.40185,Mars Bar & Restaurant,158
470,3d313d16cad18a25bd406bfaef335b65,37.774256,-122.40185,REI,308
470,3d313d16cad18a25bd406bfaef335b65,37.774256,-122.40185,Bellota,391
471,2fcc4197d2f7cdce6cececa4496ec514,37.78384421884662,-122.390002088434,Delancey Street Restaurant,157
471,2fcc4197d2f7cdce6cececa4496ec514,37.78384421884662,-122.390002088434,Town's End Restaurant & Bakery,187
471,2fcc4197d2f7cdce6cececa4496ec514,37.78384421884662,-122.390002088434,Rincon Hill Dog Park,264
471,2fcc4197d2f7cdce6cececa4496ec514,37.78384421884662,-122.390002088434,21st Amendment Brewery & Restaurant,281
471,2fcc4197d2f7cdce6cececa4496ec514,37.78384421884662,-122.390002088434,The American Grilled Cheese Kitchen,299
472,366a420aef7c94bd8bcbe1e6557d2f1e,37.785359635574224,-122.4318015575409,Festa Wine & Cocktail Lounge - Karaoke,26
472,366a420aef7c94bd8bcbe1e6557d2f1e,37.785359635574224,-122.4318015575409,Marufuku Ramen,35
472,366a420aef7c94bd8bcbe1e6557d2f1e,37.785359635574224,-122.4318015575409,Mogura,38
472,366a420aef7c94bd8bcbe1e6557d2f1e,37.785359635574224,-122.4318015575409,Club Mari's,39
472,366a420aef7c94bd8bcbe1e6557d2f1e,37.785359635574224,-122.4318015575409,Jina Bakes,40
473,c0a9bd7193ca3e9de37807ec58cc08d8,37.7824146203997,-122.40019999757254,Whole Foods,132
473,c0a9bd7193ca3e9de37807ec58cc08d8,37.7824146203997,-122.40019999757254,Donburi Ya,143
473,c0a9bd7193ca3e9de37807ec58cc08d8,37.7824146203997,-122.40019999757254,Shelby’s Rooftop,158
473,c0a9bd7193ca3e9de37807ec58cc08d8,37.7824146203997,-122.40019999757254,Pazzia Ristorante Italiano,190
473,c0a9bd7193ca3e9de37807ec58cc08d8,37.7824146203997,-122.40019999757254,SPiN Social Club,220
474,e11fc22c0e5448c0c115dfeca7a6f506,37.78235803304849,-122.39312995744228,Blue Bottle Coffee,13
474,e11fc22c0e5448c0c115dfeca7a6f506,37.78235803304849,-122.39312995744228,The American Grilled Cheese Kitchen,28
474,e11fc22c0e5448c0c115dfeca7a6f506,37.78235803304849,-122.39312995744228,21st Amendment Brewery & Restaurant,47
474,e11fc22c0e5448c0c115dfeca7a6f506,37.78235803304849,-122.39312995744228,South Park,103
474,e11fc22c0e5448c0c115dfeca7a6f506,37.78235803304849,-122.39312995744228,Jax,111
475,456bf3370b191fab5745567356a8423f,37.7423139,-122.4231805,Pho Day,15
475,456bf3370b191fab5745567356a8423f,37.7423139,-122.4231805,El Buen Comer,105
475,456bf3370b191fab5745567356a8423f,37.7423139,-122.4231805,Universal Bakery,112
475,456bf3370b191fab5745567356a8423f,37.7423139,-122.4231805,Oye Managua,115
475,456bf3370b191fab5745567356a8423f,37.7423139,-122.4231805,Bar Tikal,119
476,f90fd0c728ade1a5f3ca0327f3f7eccb,37.34648029372904,-121.86856960181206,Restaurant El Aguila,65
476,f90fd0c728ade1a5f3ca0327f3f7eccb,37.34648029372904,-121.86856960181206,Hamburguesas El Gordo,79
476,f90fd0c728ade1a5f3ca0327f3f7eccb,37.34648029372904,-121.86856960181206,Linda's Restaurant,139
476,f90fd0c728ade1a5f3ca0327f3f7eccb,37.34648029372904,-121.86856960181206,Binh Minh Restaurant,165
476,f90fd0c728ade1a5f3ca0327f3f7eccb,37.34648029372904,-121.86856960181206,Lahori Restaurant,190
477,c8eb138910e36025b0efee10ac872b06,37.75488391783665,-122.42564865054452,The Liberties,213
477,c8eb138910e36025b0efee10ac872b06,37.75488391783665,-122.42564865054452,Tuba Authentic Turkish Restaurant,220
477,c8eb138910e36025b0efee10ac872b06,37.75488391783665,-122.42564865054452,Lone Palm,226
477,c8eb138910e36025b0efee10ac872b06,37.75488391783665,-122.42564865054452,Noe Valley Wine Merchants,412
477,c8eb138910e36025b0efee10ac872b06,37.75488391783665,-122.42564865054452,Deccan Spice - San Francisco,412
478,0129b835b33f6afca778ebfb90453aad,37.780805727779445,-122.42190607010215,San Francisco Cooking School,186
478,0129b835b33f6afca778ebfb90453aad,37.780805727779445,-122.42190607010215,San Francisco War Memorial and Performing Arts Center,187
478,0129b835b33f6afca778ebfb90453aad,37.780805727779445,-122.42190607010215,The Green Room,191
478,0129b835b33f6afca778ebfb90453aad,37.780805727779445,-122.42190607010215,Smuggler's Cove,206
478,0129b835b33f6afca778ebfb90453aad,37.780805727779445,-122.42190607010215,Robin,226
479,ca8bbd40ae8b3beb63c5cc63a1c73a0f,37.8559558,-122.2597949,The Line,40
479,ca8bbd40ae8b3beb63c5cc63a1c73a0f,37.8559558,-122.2597949,Whole Foods,65
479,ca8bbd40ae8b3beb63c5cc63a1c73a0f,37.8559558,-122.2597949,Aliberto’s Jr Fresh Mex,89
479,ca8bbd40ae8b3beb63c5cc63a1c73a0f,37.8559558,-122.2597949,Ethiopia Restaurant,90
479,ca8bbd40ae8b3beb63c5cc63a1c73a0f,37.8559558,-122.2597949,The Torque Inquisition,143
480,3649abee4c69d3d77dde28e45178e28a,37.80330737378947,-122.41489757374517,La Rocca's Corner,28
480,3649abee4c69d3d77dde28e45178e28a,37.80330737378947,-122.41489757374517,Curry Leaf,44
480,3649abee4c69d3d77dde28e45178e28a,37.80330737378947,-122.41489757374517,International Sports Club,57
480,3649abee4c69d3d77dde28e45178e28a,37.80330737378947,-122.41489757374517,Bimbo's 365 Club,69
480,3649abee4c69d3d77dde28e45178e28a,37.80330737378947,-122.41489757374517,Fiddle Fig Cafe,73
481,936e00689968a8d14dc94153aa959f3f,37.7896297,-122.3903352745212,Prospect,62
481,936e00689968a8d14dc94153aa959f3f,37.7896297,-122.3903352745212,W6 Coffee Bar,84
481,936e00689968a8d14dc94153aa959f3f,37.7896297,-122.3903352745212,The Infinity - Fitness Center,102
481,936e00689968a8d14dc94153aa959f3f,37.7896297,-122.3903352745212,Sweetgreen,134
481,936e00689968a8d14dc94153aa959f3f,37.7896297,-122.3903352745212,Waterbar,147
482,a861792de6f7790503849a5227a1f8c6,37.758862,-122.412544,Mijoté,22
482,a861792de6f7790503849a5227a1f8c6,37.758862,-122.412544,Flour + Water,28
482,a861792de6f7790503849a5227a1f8c6,37.758862,-122.412544,True Laurel,102
482,a861792de6f7790503849a5227a1f8c6,37.758862,-122.412544,Sightglass Coffee,115
482,a861792de6f7790503849a5227a1f8c6,37.758862,-122.412544,Trick Dog,124
483,66d26936d43ac2f677f522354e3ef5a5,37.7638471,-122.4130036,Gus's Community Market,20
483,66d26936d43ac2f677f522354e3ef5a5,37.7638471,-122.4130036,Front Pop-Up,96
483,66d26936d43ac2f677f522354e3ef5a5,37.7638471,-122.4130036,Rite Spot Cafe,182
483,66d26936d43ac2f677f522354e3ef5a5,37.7638471,-122.4130036,Ernest,195
483,66d26936d43ac2f677f522354e3ef5a5,37.7638471,-122.4130036,Jolene's Bar,196
484,018bfeb8a511bb60ffbb0cab866667ab,37.7642245,-122.4673775,Perilla,29
484,018bfeb8a511bb60ffbb0cab866667ab,37.7642245,-122.4673775,Blackthorn Tavern,32
484,018bfeb8a511bb60ffbb0cab866667ab,37.7642245,-122.4673775,Manna,32
484,018bfeb8a511bb60ffbb0cab866667ab,37.7642245,-122.4673775,Sushi Kazu,39
484,018bfeb8a511bb60ffbb0cab866667ab,37.7642245,-122.4673775,New Eritrea Restaurant & Bar,40
485,4e1430cadb362b419ab9c7b98552dc47,37.7974387,-122.4339891,Joy Joy Nail,25
485,4e1430cadb362b419ab9c7b98552dc47,37.7974387,-122.4339891,The Brixton,50
485,4e1430cadb362b419ab9c7b98552dc47,37.7974387,-122.4339891,Sephora,53
485,4e1430cadb362b419ab9c7b98552dc47,37.7974387,-122.4339891,Nail Today,56
485,4e1430cadb362b419ab9c7b98552dc47,37.7974387,-122.4339891,Equinox Union Street,79
486,70369211f292150a6b4ee0dca590e273,37.759211,-122.4367975,Castro Village Wine Co.,137
486,70369211f292150a6b4ee0dca590e273,37.759211,-122.4367975,Spike's Coffee & Tea,139
486,70369211f292150a6b4ee0dca590e273,37.759211,-122.4367975,Heroic Italian,155
486,70369211f292150a6b4ee0dca590e273,37.759211,-122.4367975,Swirl on Castro,169
486,70369211f292150a6b4ee0dca590e273,37.759211,-122.4367975,Mollie Stone's,171
487,95814ccce398155f5f015f98691997e8,37.7762475,-122.4262025,Suppenküche,17
487,95814ccce398155f5f015f98691997e8,37.7762475,-122.4262025,Earthbody,20
487,95814ccce398155f5f015f98691997e8,37.7762475,-122.4262025,Petit Crenn,24
487,95814ccce398155f5f015f98691997e8,37.7762475,-122.4262025,Gioia Pizzeria,31
487,95814ccce398155f5f015f98691997e8,37.7762475,-122.4262025,Gambit,32
488,8bcaedd0aae11bc0ca98eaddb741e0c0,37.8738556998122,-122.28298832384976,North Berkeley BART Station,30
488,8bcaedd0aae11bc0ca98eaddb741e0c0,37.8738556998122,-122.28298832384976,Berkeley Food Pantry,265
488,8bcaedd0aae11bc0ca98eaddb741e0c0,37.8738556998122,-122.28298832384976,Three Stone Hearth,389
488,8bcaedd0aae11bc0ca98eaddb741e0c0,37.8738556998122,-122.28298832384976,Bangkok Thai Cuisine,398
488,8bcaedd0aae11bc0ca98eaddb741e0c0,37.8738556998122,-122.28298832384976,The King's Feet,400
489,fa32d245becfeba6d7b6034133e59d95,37.75199174291808,-122.4189799743526,Dance Mission Theater,24
489,fa32d245becfeba6d7b6034133e59d95,37.75199174291808,-122.4189799743526,BART - 24th St Mission Station,27
489,fa32d245becfeba6d7b6034133e59d95,37.75199174291808,-122.4189799743526,Beloved Cafe,30
489,fa32d245becfeba6d7b6034133e59d95,37.75199174291808,-122.4189799743526,Mr. Pollo,38
489,fa32d245becfeba6d7b6034133e59d95,37.75199174291808,-122.4189799743526,Mi Yucatan,77
490,ad6ea721fdfd2adb019b94851cd867fb,37.773587,-122.471357,Golden Gate Park Rose Garden,175
490,ad6ea721fdfd2adb019b94851cd867fb,37.773587,-122.471357,Park Presidio Service Rd,236
490,ad6ea721fdfd2adb019b94851cd867fb,37.773587,-122.471357,de Young Museum,328
490,ad6ea721fdfd2adb019b94851cd867fb,37.773587,-122.471357,Jack Hirose Tea House,377
490,ad6ea721fdfd2adb019b94851cd867fb,37.773587,-122.471357,Japanese Tea Garden,379
491,d1e2c9dcb40601ed84bb807ed68dd855,37.78244163642955,-122.47198741577115,DNM Hot Pot,66
491,d1e2c9dcb40601ed84bb807ed68dd855,37.78244163642955,-122.47198741577115,Healthy Spirits,109
491,d1e2c9dcb40601ed84bb807ed68dd855,37.78244163642955,-122.47198741577115,Cafe La Flore,129
491,d1e2c9dcb40601ed84bb807ed68dd855,37.78244163642955,-122.47198741577115,Breadbelly,201
491,d1e2c9dcb40601ed84bb807ed68dd855,37.78244163642955,-122.47198741577115,Shabu Club,210
492,a8f100ba778a83e476dfe8d534b9b84f,37.77756936716073,-122.42656908597016,Salt & Straw,123
492,a8f100ba778a83e476dfe8d534b9b84f,37.77756936716073,-122.42656908597016,Petit Crenn,136
492,a8f100ba778a83e476dfe8d534b9b84f,37.77756936716073,-122.42656908597016,Gambit,136
492,a8f100ba778a83e476dfe8d534b9b84f,37.77756936716073,-122.42656908597016,Suppenküche,139
492,a8f100ba778a83e476dfe8d534b9b84f,37.77756936716073,-122.42656908597016,True Sake,139
493,e27d0571f6c72cbccd366407f81ec2c9,37.77344259318636,-122.42715750770115,Domo Sushi,292
493,e27d0571f6c72cbccd366407f81ec2c9,37.77344259318636,-122.42715750770115,Earthbody,304
493,e27d0571f6c72cbccd366407f81ec2c9,37.77344259318636,-122.42715750770115,Boba Guys,326
493,e27d0571f6c72cbccd366407f81ec2c9,37.77344259318636,-122.42715750770115,Suppenküche,327
493,e27d0571f6c72cbccd366407f81ec2c9,37.77344259318636,-122.42715750770115,Petit Crenn,328
494,b7988dd90281c6ada0a09909480e8413,37.805454,-122.413668,Trader Joe's,25
494,b7988dd90281c6ada0a09909480e8413,37.805454,-122.413668,Cilantro SF Taqueria,89
494,b7988dd90281c6ada0a09909480e8413,37.805454,-122.413668,Sweeties,105
494,b7988dd90281c6ada0a09909480e8413,37.805454,-122.413668,Hollywood Cafe,203
