Station_No,Station_ID,Bike_Lat,Bike_Long,name,review_count,categories,rating,distance
57,10880ce63c335b9192ecf58992798f23,37.32345133870681,-121.90597593784332,Lovens,26,"Comfort Food, Tacos",4.5,342.43064834036414
58,f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Tanchito’s Food Truck,2,"Salvadoran, Mexican, Food Trucks",4.5,281.5864931512544
58,f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Hunan Taste Restaurant,553,Chinese,4.0,467.4742955025183
58,f15f772b3686c852122d5d2737bb88a8,37.356834352780886,-121.89593575894833,Mariscos Costa Alegre,656,"Seafood, Mexican, Sushi Bars",4.5,501.6709330937161
59,aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Ike's Love & Sandwiches,385,Sandwiches,4.0,66.81492542126149
59,aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Vito's Trattoria,766,"Italian, Bars, Pizza",4.0,72.29648655190624
59,aef71869dbbdf150a0e6807bc3512730,37.36522655191025,-121.9168147444725,Ladda Thai Cuisine,188,Thai,3.0,219.96164560225267
60,a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,Chevys Fresh Mex,1723,"Mexican, Bars, Breakfast & Brunch",3.0,97.50194985913974
60,a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,Great American Grill,7,"Buffets, American",4.0,144.21238309134768
60,a73276ab34067c112ab469c5107e1d2c,37.83954308266563,-122.2987177222967,Garden Grille,2,"Wine Bars, American, Cocktail Bars",4.0,150.53455143957294
61,ccfc6870981cdd44b5a41bdee14e2a40,37.7873267660624,-122.41327822208405,620 Jones,1246,"New American, Bars, Venues & Event Spaces",3.5,25.18141332481053
61,ccfc6870981cdd44b5a41bdee14e2a40,37.7873267660624,-122.41327822208405,Pineapple Bistro & Bar,66,"Bars, Cafes",4.5,42.972533226675296
61,ccfc6870981cdd44b5a41bdee14e2a40,37.7873267660624,-122.41327822208405,Milan Pizza,515,Pizza,3.5,56.04990079840598
62,35ecc8b9ed527420e102f4f1254583b2,37.75179164525661,-122.40521550178528,J & E Restaurant,118,"Chinese, Seafood",3.5,130.64430245870238
62,35ecc8b9ed527420e102f4f1254583b2,37.75179164525661,-122.40521550178528,New Orleans Original Po Boys,1,Restaurants,3.0,132.48002005210208
62,35ecc8b9ed527420e102f4f1254583b2,37.75179164525661,-122.40521550178528,Wok & Go,195,Chinese,3.0,189.43478144491792
63,e1217bf29c178d096c6e92ea8dc36453,37.8040367840236,-122.26240932941435,Good News Cafe,147,"Coffee & Tea, Breakfast & Brunch, Juice Bars & Smoothies",4.0,41.577004570413564
63,e1217bf29c178d096c6e92ea8dc36453,37.8040367840236,-122.26240932941435,The Terrace Room,604,"Breakfast & Brunch, New American, Venues & Event Spaces",3.5,65.256935427678
63,e1217bf29c178d096c6e92ea8dc36453,37.8040367840236,-122.26240932941435,Madison's,2,Restaurants,3.0,78.73925041322067
64,8924b980effba05ac4610a4abd37839e,37.364060462258806,-121.9117319583893,The Burger Den,0,"Food Delivery Services, Burgers, American",0.0,140.5214304624917
64,8924b980effba05ac4610a4abd37839e,37.364060462258806,-121.9117319583893,Ladda Thai Cuisine,188,Thai,3.0,271.7247566299416
64,8924b980effba05ac4610a4abd37839e,37.364060462258806,-121.9117319583893,Hangar Bar & Grill,116,"American, Cocktail Bars",4.0,324.31608758435993
65,718cefa9c37e218744ea0cc193a3129a,37.7700298,-122.4117258,Tres Truck,26,"Food Trucks, Mexican",3.0,31.125832501105947
65,718cefa9c37e218744ea0cc193a3129a,37.7700298,-122.4117258,King of Panda,8,"Chinese, Food Trucks",2.0,31.884409571278656
65,718cefa9c37e218744ea0cc193a3129a,37.7700298,-122.4117258,Los Poblanos,6,Mexican,4.0,33.00256710974172
66,9beee70db0437cf4bd24078239213bb6,37.36186680025918,-121.90931528806688,Jade Cathay,820,"Dim Sum, Cantonese",3.5,150.32912190523604
66,9beee70db0437cf4bd24078239213bb6,37.36186680025918,-121.90931528806688,House Of Genji,971,"Japanese, Steakhouses, Sushi Bars",3.5,172.2235277173218
66,9beee70db0437cf4bd24078239213bb6,37.36186680025918,-121.90931528806688,Izakaya Restaurant,786,"Japanese, Sushi Bars, Tapas/Small Plates",4.0,172.722016501683
67,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,TGI’s Sushi - San Jose,161,"Sushi Bars, Japanese",4.0,238.28437836329098
67,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,Fred's Burger,26,"Burgers, Juice Bars & Smoothies, Sandwiches",4.5,239.33463033229884
67,ed898b7f32d290732a31b0b519c1f7e3,37.36767805240811,-121.9187942147255,Century Cafe,0,Delis,0.0,259.44953351374244
68,219cc838b24b5ceb39af7bcd6e6c5e13,37.36085415525383,-121.90683424472807,Sushi Kan,425,"Japanese, Sushi Bars",4.0,185.1168438380944
68,219cc838b24b5ceb39af7bcd6e6c5e13,37.36085415525383,-121.90683424472807,Izakaya Restaurant,786,"Japanese, Sushi Bars, Tapas/Small Plates",4.0,198.3831127558412
68,219cc838b24b5ceb39af7bcd6e6c5e13,37.36085415525383,-121.90683424472807,House Of Genji,971,"Japanese, Steakhouses, Sushi Bars",3.5,201.33421990691824
69,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,Serafina,128,Italian,4.5,136.3508036819468
69,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,The Burg!,0,Burgers,0.0,149.53520544670653
69,4bbdbdf6abbdbb73cedafe47831eafd1,37.796470691622936,-122.4168576300144,The Mushroom,1,"Vegetarian, Pop-Up Restaurants, Vegan",5.0,171.50635741406023
70,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,MIXT,32,"Vegetarian, Salad",4.0,22.561079336547756
70,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,Imran & Ali's Coffee Hut,5,"Coffee & Tea, Cafes, Donuts",5.0,29.311329427117037
70,0891ec75daf2bf9e823f4a02e21fa9fd,37.870139,-122.268422,Sliver Pizzeria,236,Pizza,4.0,36.882333187963056
71,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Marugame Udon,791,"Japanese, Noodles, Asian Fusion",3.5,24.738994403422172
71,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Berkeley Espresso,264,"Coffee & Tea, Sandwiches, Bagels",3.5,30.194454140448755
71,193169dbc243a90e9c68e9bd94763748,37.87367621459825,-122.26848721504211,Triple Rock Brewery & Ale House,1108,"Pubs, Breweries, Burgers",3.5,36.565100012226864
72,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,Great China,2508,Chinese,4.0,25.86581725683537
72,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,Gold Bean Cafe,51,"Cafes, Sandwiches, Coffee & Tea",4.5,73.38857786199665
72,f00345a08621722a4e680cf784706a3c,37.8677892,-122.2658964,Beta Lounge,382,"Lounges, Tapas/Small Plates, Pizza",4.0,87.28083447673666
73,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,Chef Rene's Home Food Kitchen,0,Food Stands,0.0,83.37195931594763
73,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,K's Internet Cafe,68,"Coffee & Tea, New American, Bagels",3.5,102.35152632702155
73,2367c9313860a8dbae94ac5045768995,37.8690599,-122.270556,Taco Truck,2,Food Stands,4.0,102.83598868999142
74,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Yummy Hot Dog Cart,13,Hot Dogs,4.5,37.23703827330903
74,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Ada's Cafe,28,"Coffee & Tea, Cafes, Sandwiches",4.0,62.04517163034911
74,6230d81b26fbf3b08d04f63a436c69f9,37.8524766,-122.2702132,Zing Cafe,148,"Cafes, Coffee & Tea, Breakfast & Brunch",4.5,155.26932249117726
75,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Mezzo,890,"Sandwiches, Salad, Coffee & Tea",4.5,13.358461307573085
75,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Raleigh's Pub,217,"American, Pubs",4.0,25.268729389118143
75,65097799f269d187692b073a83c0d4d3,37.8660431,-122.2588044,Muracci's Berkeley,386,Japanese Curry,3.5,36.96476539487654
76,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,Chipotle Mexican Grill,136,"Mexican, Fast Food",2.5,60.95665570643326
76,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,La Catrina Taqueria,150,"Mexican, Food Trucks",3.5,173.7171794934559
76,1b0c18aa2600cb61c4dc8594a02f4417,37.8193814,-122.2619284,Judoku Sushi,664,"Sushi Bars, Japanese",4.0,189.34960247667783
77,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,Seoul Gomtang,623,Korean,4.0,62.53185743016638
77,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,Carl's Jr,85,"Burgers, Fast Food",2.5,68.5373036876163
77,1ad3234f9bd6b3e93ef20656d9111087,37.8262863,-122.2651002,Tin & Pig - Kang Tong Degi,429,"Korean, Gastropubs, Comfort Food",4.0,87.42058683566464
78,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,Shalom's Cafe & Donuts,18,"Donuts, Cafes",4.0,36.7531288497826
78,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,Jerusalem Coffee House,27,Cafes,5.0,191.3794231439098
78,efbe528107bed4defe202f50c2d6f2c0,37.8403643,-122.2644881,Mariposa Baking Company,662,"Bakeries, Gluten-Free, Sandwiches",4.5,191.90017580014484
79,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,Enoteca Molinari,230,"Italian, Wine Bars",4.0,37.14963218704511
79,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,À Côté,1414,"French, Spanish, Italian",4.0,46.25612787305362
79,ab6763b2d94b0eb690addb48b9cf3827,37.8417999,-122.2515349,Rockridge Cafe,549,"Breakfast & Brunch, Coffee & Tea",3.5,59.63114196757171
80,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Cactus Taqueria,1068,Mexican,3.5,45.95403081769137
80,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Acre Kitchen & Bar,118,"New American, Mediterranean, Bars",3.5,65.97549331775866
80,1e03b246c6716378bd815f00c7a635da,37.84427875399067,-122.251900434494,Belly,76,"Mexican, Asian Fusion",4.5,72.24930844627738
81,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,KFC,58,"Fast Food, Chicken Wings, Chicken Shop",2.0,285.186681233195
81,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,Addis Ethiopian Restaurant,686,"Ethiopian, Eritrean, Cocktail Bars",4.0,330.4182760104717
81,1736d145e5ef5447a53cc9f100701ccc,37.8444927,-122.261351,A+ Burger,841,Burgers,4.5,445.57511200470674
82,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,Hot Dog Stand,1,"Food Stands, Hot Dogs",4.0,21.61461842654518
82,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,Newberry's-olde chinatown uptown,1,"Department Stores, Cosmetics & Beauty Supply, Sandwiches",3.0,34.340676333100824
82,edd2cf03bfbe6ade0bd14f40ae4b5ece,37.8087021,-122.2699271,Xolo,915,"Mexican, Breakfast & Brunch, Bars",3.5,34.57104085569837
83,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,Caltrans Cafe,3,Cafes,2.0,56.4604445429926
83,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,Clara's diner,0,Pizza,0.0,56.519500990135036
83,df3ca6be81e340c4899ec6ae8c4429e4,37.8113768,-122.2651925,Alamar Dominican Kitchen,615,"Cocktail Bars, Dominican",4.0,56.519500990135036
84,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,Halal Burgers and More,34,"Halal, Burgers, Sandwiches",4.5,92.74254523406314
84,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,Panda Kitchen,36,Chinese,3.0,98.8818155126718
84,b9afbe24f97e40d2168eed1c8184c07d,37.8013189,-122.2626418,Lake Chalet Seafood Bar & Grill,3369,"Seafood, New American, Breakfast & Brunch",3.0,140.1561200260485
85,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,La Vanderias,0,New American,0.0,217.2437560590165
85,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,The Rendez-Vous,60,"New American, French",4.0,291.88107295735
85,76b57950b5f2a4b0a4821e64bb700e24,37.8426295,-122.267738,Earthly Coffee,154,"Coffee & Tea, Sandwiches, Bagels",4.5,334.50312716119373
86,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,Earthly Coffee,154,"Coffee & Tea, Sandwiches, Bagels",4.5,194.7531528505043
86,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,The Rendez-Vous,60,"New American, French",4.0,221.43672201267907
86,f848023d531b827a8e7c8c87173b6a4d,37.8396488,-122.2717561,Tease Southern Kitchen,35,"Southern, Cocktail Bars, American",3.5,226.96903136113966
87,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,VCE Cafe,1,Cafes,4.0,61.37522080318982
87,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,Kokkari Estiatorio,5200,"Greek, Mediterranean",4.5,112.17104656289699
87,b735b2cab35ea7bdaff9b2ce7413984f,37.79728,-122.398436,5A5 Izakaya,9,"Sushi Bars, Japanese, Cocktail Bars",3.0,164.38473403957406
88,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,Brew-tal Poodle,1,Cafes,5.0,82.52311894218222
88,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,Subway,61,"Fast Food, Sandwiches",3.0,96.41246458358118
88,f64d35757bf16e8af5a408a9c72af91e,37.792251,-122.397086,Miss Tomato Sandwich Shop,303,"Sandwiches, Breakfast & Brunch, Coffee & Tea",4.0,97.47717832249461
89,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Capital One Café,379,"Banks & Credit Unions, Cafes",4.5,49.609427251917836
89,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Ichi Bento,4,"Salad, Sushi Bars",5.0,50.440923327292474
89,6c229502dbd727e48d9b7970dabbd21f,37.788975,-122.403452,Rooster & Rice,420,Thai,4.0,51.778216082500336
90,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709596,Taqueria La Venganza,90,"Vegan, Tacos",4.5,66.73432801226126
90,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709596,Barcote Ethiopian Restaurant,412,"Ethiopian, Wine Bars, Seafood",4.5,71.71846891060619
90,0794b05a99e808986301411273356796,37.85022187449679,-122.26017236709596,Indian Rasoi,35,"Indian, Salad, Soup",4.5,76.7973965486582
91,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,Taco Ana,1,"Tacos, Street Vendors",5.0,113.22155966069286
91,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,Ginger Market,1,"Japanese, Poke",5.0,183.53486514664843
91,e5a34fd23cbefa6b718d20509d1d8bdc,37.33203868095132,-121.8817663192749,China Chen,736,"Chinese, Vietnamese, Noodles",4.0,190.32607975028642
92,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212769,The Oak Room Restaurant,158,"American, Breakfast & Brunch",3.0,19.00434912801136
92,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212769,Morton's The Steakhouse,1465,"Steakhouses, Seafood",3.5,43.405041906307964
92,c84aa30b9e135787bd06304d3b4caf88,37.788299978150825,-122.40853071212769,The Breakfast Room at Chancellor Hotel,1,Breakfast & Brunch,4.0,47.01865688570794
93,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,The Bento House,126,"Japanese, Korean",3.5,16.173090815563818
93,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,Xingones,219,"Tacos, Chicken Wings, Sandwiches",4.5,35.09030322382597
93,36aa8ab83177d5f5beb83685c7f645d3,37.8007544,-122.2748943,Fort Green,94,"Sports Bars, Cocktail Bars, Breakfast & Brunch",3.5,35.09030322382597
94,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,Casper's Hot Dogs Oakland,107,"Fast Food, Hot Dogs",4.0,19.658446322289123
94,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,Jerusalem Coffee House,27,Cafes,5.0,45.373668782157985
94,f83da983e1b1de735ef62006310c76ba,37.8401858,-122.2618225,Mariposa Baking Company,662,"Bakeries, Gluten-Free, Sandwiches",4.5,60.61665351875171
95,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,Wendy's,115,"Burgers, Fast Food",2.5,26.21301838481398
95,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,Bangkok Garden,86,"Thai, Comfort Food",4.0,80.27289766633409
95,ef3a4e5c05845ca17d2c2db654a2a5fa,37.8357883,-122.2516207,im moment kaffee,68,Cafes,5.0,137.3420510374789
96,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,Marica,2435,"Seafood, New American",4.5,21.63054876478989
96,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,High Peaks Kitchen,330,"Indian, Pakistani",4.5,24.227989391868054
96,eea0a9aed0f267d94aa702cd52458754,37.8381269,-122.2512714,Misaki Sushi,11,Sushi Bars,5.0,29.372219612718073
97,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,Jack in the Box,110,"Burgers, Fast Food, Tacos",2.5,28.83822144743079
97,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,La Victoria Taqueria,3796,Mexican,3.5,55.052389369094534
97,7e64ecd17d4a2708631d979da3ac4443,37.33279952386071,-121.88385039567946,Pizza My Heart,540,"Pizza, Desserts, Salad",3.5,76.13147215246782
98,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,Bomb Fried Rice,10,"Asian Fusion, Pop-Up Restaurants",4.5,22.27990523009137
98,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,Kimchi Boss,0,"Pop-Up Restaurants, Korean",0.0,22.27990523009137
98,a3e415a5d4437c5b8ed58f5620a2acb1,37.7735069,-122.4160402,Picon,37,"Pop-Up Restaurants, Mexican",4.5,22.27990523009137
99,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,Zuni Café,3010,"Italian, French",3.5,38.901031147776585
99,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,Annie' Hot Dog Cart,0,Food Stands,0.0,49.534738013266384
99,25ccddba147690ec254ca9e68d3c559d,37.7737932060887,-122.42123901844025,Jim's Hot Dog Cart,0,"Food Stands, Hot Dogs",0.0,49.534738013266384
100,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,Palmyra,1014,"Mediterranean, Middle Eastern, Syrian",4.0,21.134082012314952
100,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,Otra,172,"Mexican, Cocktail Bars",4.5,25.35796602025015
100,c7bb5e8c49bf8b8165f0d7f09d620df3,37.7717933,-122.4337079,STOA,15,"Cocktail Bars, Tapas/Small Plates",4.5,27.81409111862645
101,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,RT Rotisserie,164,"Bars, Desserts, Sandwiches",4.0,26.785337019737234
101,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,Beluna Cafe,22,Themed Cafes,5.0,29.133770903608344
101,e941de3073caf24cb07ee3425c80e479,37.7730627,-122.4390777,Nopalito,2039,Mexican,4.0,42.094065486626604
102,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,Pier 23 Cafe Restaurant & Bar,1885,"Seafood, Bars, New American",3.5,107.20474543077705
102,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,MrBeast Burger,1,"Food Delivery Services, Burgers",1.0,114.35342359768617
102,e8ac145be6193651c7de9caf2bece382,37.799953,-122.398525,Glaze Teriyaki Grill,0,"Food Delivery Services, Japanese",0.0,114.35342359768617
103,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Bandit Dolores,25,"Breakfast & Brunch, Burgers, Sandwiches",4.5,55.11970446118118
103,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Dolores Park Cafe,753,"Breakfast & Brunch, Coffee Roasteries, American",3.5,56.74562130877707
103,d777960e181c3911183b59171cded0a8,37.7614205,-122.4264353,Auntie J's Caramel Kettle Corn,0,"Specialty Food, Food Stands",0.0,56.78455016447987
104,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,Cafe Ethiopia,493,Ethiopian,3.5,42.45888647157656
104,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,Gola,57,"Mediterranean, Cocktail Bars",4.5,61.98623228118509
104,1a07a9e1057626b3844050832a2581bf,37.7592103,-122.4213392,Chic n' Time,281,"Noodles, Vietnamese, Chinese",5.0,72.00283103674822
105,d77de46766fff22f98cbfff8959742da,37.7605936,-122.4148171,Chuy's Fiestas,235,Mexican,4.5,83.20139875385084
105,d77de46766fff22f98cbfff8959742da,37.7605936,-122.4148171,Las Cocineras Restaurant,21,Mexican,3.5,83.20139875385084
105,d77de46766fff22f98cbfff8959742da,37.7605936,-122.4148171,Loltum Restaurant,0,Restaurants,0.0,83.38000112434628
106,1a8541216cf020de1dcf4f90c8fd0919,37.7616343,-122.3906477,Noe Cafe,8,"Cafes, Coffee & Tea, Breakfast & Brunch",3.5,208.66626990037955
106,1a8541216cf020de1dcf4f90c8fd0919,37.7616343,-122.3906477,Hu Tong Jian Bing,39,Pop-Up Restaurants,4.0,224.28410788451131
106,1a8541216cf020de1dcf4f90c8fd0919,37.7616343,-122.3906477,Moshi Moshi,838,"Sushi Bars, Japanese, Cocktail Bars",4.0,225.2947225791358
107,e8061d928a602d4e74975b184f61df6d,37.7567083,-122.421025,Udupi Palace,1520,"Indian, Vegetarian, Vegan",4.0,9.358982520862345
107,e8061d928a602d4e74975b184f61df6d,37.7567083,-122.421025,Jay’s Cheesesteak,602,"Sandwiches, Cheesesteaks, Burgers",4.0,24.545131571673053
107,e8061d928a602d4e74975b184f61df6d,37.7567083,-122.421025,Aslam's Rasoi,999,"Indian, Pakistani",4.0,45.60854307707526
108,e28f658f5100e41a80d7896d356bc7f6,37.321181834267314,-121.9030898809433,Palermo Italian Restaurant,615,"Italian, Pizza, Delis",4.0,104.35603956706628
108,e28f658f5100e41a80d7896d356bc7f6,37.321181834267314,-121.9030898809433,La Costeñita,24,"Mexican, Food Trucks",5.0,238.15383268545582
108,e28f658f5100e41a80d7896d356bc7f6,37.321181834267314,-121.9030898809433,Fire and Rice,81,"Hawaiian, Asian Fusion, Food Trucks",4.5,436.61510859329996
109,b063f8d6a24fea4eb06aac2817efc46b,37.32601084794081,-121.91232740879056,Pier 402,305,"Seafood, Salad, Cocktail Bars",3.5,108.64671832346916
109,b063f8d6a24fea4eb06aac2817efc46b,37.32601084794081,-121.91232740879056,Race Street Pizza,0,Pizza,0.0,118.56531878380383
109,b063f8d6a24fea4eb06aac2817efc46b,37.32601084794081,-121.91232740879056,Taqueria Eduardo ,490,Mexican,4.0,179.27260293743143
110,4ceb165eadff654c51cd12c1fc44b422,37.774017937683546,-122.4238085746765,Mercury Cafe,351,"Coffee & Tea, Sandwiches",4.0,20.93111867216078
110,4ceb165eadff654c51cd12c1fc44b422,37.774017937683546,-122.4238085746765,Buck’s Restaurant & Bar,0,Pizza,0.0,89.67440784316533
110,4ceb165eadff654c51cd12c1fc44b422,37.774017937683546,-122.4238085746765,San Francisco Wine & Cheese,191,"Cheese Shops, Wine Bars, Sandwiches",5.0,115.04236044038758
111,113b9406090fbc8b512ee504634da501,37.7328128005294,-122.43414044380188,One Waan Thai,368,Thai,4.0,49.19786789763604
111,113b9406090fbc8b512ee504634da501,37.7328128005294,-122.43414044380188,Cup Cafe,285,"Coffee & Tea, Bagels, Sandwiches",5.0,67.10932851115032
111,113b9406090fbc8b512ee504634da501,37.7328128005294,-122.43414044380188,Banh Mi Viet,10,Vietnamese,4.0,68.90432454942132
112,20506dc0614eddbe19dd917155bae3b7,37.34398467798214,-121.87438488006592,Wienerschnitzel,32,"Hot Dogs, Fast Food, Sandwiches",2.5,217.54624822796532
112,20506dc0614eddbe19dd917155bae3b7,37.34398467798214,-121.87438488006592,Los Rodriguez Taqueria & Carniceria,3,"Tacos, Butcher",5.0,318.9967623168905
112,20506dc0614eddbe19dd917155bae3b7,37.34398467798214,-121.87438488006592,Binh Minh Restaurant,58,Vietnamese,4.0,412.69936610359935
113,e4484b938889737f1687d11b6ff02341,37.330698,-121.888979,Bacon-Wrapped Hot Dog Carts,5,"Hot Dogs, Street Vendors",4.0,52.330609157871336
113,e4484b938889737f1687d11b6ff02341,37.330698,-121.888979,Cobre & Clay,13,"Mexican, Cocktail Bars",4.5,79.5917816149549
